union,company,address,election_date,outcome,elig_voter,fst_votes,votes_no,challenged,latitude,longitude
IBT,GOODYEAR TIRE & RUBBER CO,"PO BOX 51006, LOS ANGELES, CA 900515306",10/3/84,Won,10,7,2,1,34.0522342,-118.2436849
UIU,"GERON FURNITURE, INC","19808 NORMANDIE AVE, TORRANCE, CA 905021112",10/5/84,Lost,86,36,43,1,33.8510486,-118.2984302
AFGLA,DELTA PATROL SERVICES,"1301 WILSHIRE BLVD, LOS ANGELES, CA 900171704",10/11/84,Won,121,57,44,1,34.054419,-118.266679
SEIU,MEDICAL CENTER,"18321 CLARK ST, TARZANA, CA 913563501",10/11/84,Won,278,147,109,4,34.1710084,-118.5320475
PAT,INTER-STATE DISPLAY CO,"11168 PENROSE ST, SUN VALLEY, CA 913522724",10/12/84,Lost,4,1,3,0,34.2270401,-118.3740322
CWA,STORER CABLE,"1529 VALLEY DR, HERMOSA BEACH, CA 902542951",10/16/84,Lost,14,7,7,0,33.8657057,-118.3962738
IUMSW,GOLTEN MARINE CO,"330 BROAD AVE, WILMINGTON, CA 907445869",10/18/84,Lost,22,8,8,0,33.7736112,-118.2602635
UBC,JONATHAN CLUB,"545 S FIGUEROA ST, LOS ANGELES, CA 900711704",10/19/84,Won,3,2,0,0,34.0513416,-118.258601
IBT,NORMANDIE CLUB,"1045 W ROSECRANS AVE, GARDENA, CA 902472601",10/19/84,Won,67,29,14,3,33.9017219,-118.2884167
IBT,"W.D. BINGHAM, INC","5722 RESEARCH DR, HUNTINGTON PARK, CA 926491617",10/19/84,Won,26,12,10,1,33.73381,-118.028746
UFCW,FRANK'S MARKET,"250 S LA BREA AVE, LOS ANGELES, CA 900363023",10/22/84,Lost,4,0,4,0,34.0696849,-118.3436312
UFCW,HOWIES RANCH MARKET,"14 E SIERRA MADRE BLVD, SIERRA MADRE, CA 910242567",10/25/84,Lost,48,6,32,9,34.1617106,-118.0521817
URW,RUBBERCRAFT CORP,"1800 W 220TH ST, TORRANCE, CA 905013658",10/26/84,Lost,32,3,27,0,33.8275569,-118.3120852
CWA,TRIBUNE CABLE (MEGA VISION),"6504 SOUTH ST, LAKEWOOD, CA 907131714",10/26/84,Lost,11,4,5,0,33.8575008,-118.1064821
UBC,CROWN MILLWORKS INC,"404 E MONTEREY AVE, POMONA, CA 917675524",10/26/84,Lost,8,2,4,0,34.0604173,-117.7434764
HERE,PALOS VERDES BOWL,"24600 CRENSHAW BLVD, TORRANCE, CA 905055307",10/30/84,Lost,14,2,8,1,33.8020356,-118.3271089
IBT,"ELECTRA FOOD MACHINERY, INC.","11312 ORCHARD ST, EL MONTE, CA 917312706",11/1/84,Lost,77,28,46,0,34.0745932,-118.028295
HERE,SAGA FOOD SERVICE,"330 S HOPE ST, LOS ANGELES, CA 900713108",11/2/84,Won,28,15,10,1,34.0483243,-118.2576849
SEIU,BARLOW HOSPITAL,"2000 STADIUM WAY, LOS ANGELES, CA 900262696",11/7/84,Won,50,16,11,0,34.0757094,-118.2481853
SEIU,BARLOW HOSPITAL,"2000 STADIUM WAY, LOS ANGELES, CA 900262696",11/7/84,Won,237,136,46,20,34.0757094,-118.2481853
SEIU,HARBOR CREST PAVILION,"1322 W 6TH ST, SAN PEDRO, CA 907323579",11/8/84,Won,77,46,22,0,33.7393444,-118.306057
IBT,RALPH'S GROCERY CO,"4841 W SAN FERNANDO RD, LOS ANGELES, CA 900391128",11/9/84,Won,33,19,8,0,34.139871,-118.2709344
IBT,TRI-SAFE LAND TITLE DELIVERY,"111 N VIRGIL AVE, LOS ANGELES, CA 900044811",11/16/84,Lost,63,6,55,0,34.0738028,-118.2871721
UFCW,"K.V. MART , TOP VALU MARKETS, INC.","120 W ANAHEIM ST, WILMINGTON, CA 907444417",11/26/84,Won,10,6,4,0,33.7788215,-118.2630779
SEIU,FRANK D. LANTERMAN REGIONAL CENTER,"1605 W OLYMPIC BLVD, LOS ANGELES, CA 900153808",11/27/84,Won,62,35,18,1,34.0499377,-118.2744972
IATSE,"TOKYO MOVIE SHINSHA, INC.","3575 CAHUENGA BLVD W, LOS ANGELES, CA 900681366",12/6/84,Won,4,4,0,0,34.1337233,-118.358381
IBB,TECRIM CORP.,"1901 E DOMINGUEZ ST, CARSON, CA 908101003",12/6/84,Lost,68,24,42,0,33.8403599,-118.235302
IBT,REYNOLDS PAPER CO,"544 S TWEEDY BLVD, SOUTH GATE, CA 90280",12/7/84,Lost,14,4,10,0,33.9437288,-118.2012241
UFCW,"SPORTSMART, INC.","1401 HAWTHORNE BLVD, REDONDO BEACH, CA 902783923",12/11/84,Lost,62,6,41,5,33.8659533,-118.3537244
IBT,ART CANDY & TOBACCO CO.,"12840 SHERMAN WAY, NORTH HOLLYWOOD, CA 916055033",12/12/84,Lost,11,2,8,1,34.2008705,-118.4129102
IBT,DAVIS COLORS,"3700 E OLYMPIC BLVD, LOS ANGELES, CA 900233123",12/13/84,Won,5,4,1,0,34.0175539,-118.195953
AFSCME,FOOTHILL HEALTH & REHABILITATION CTR.,"12260 FOOTHILL BLVD, SYLMAR, CA 913426098",12/13/84,Won,87,51,14,2,34.2815295,-118.4037592
IBT,"S.C.A. SERVICES, INC.","13940 LIVE OAK AVE, BALDWIN PARK, CA 917061321",12/13/84,Lost,174,79,84,3,34.1060146,-117.9706045
ILWU,"AMERICAN COMMERCIAL, INC.","20633 S FORDYCE AVE, CARSON, CA 908101019",12/14/84,Lost,72,25,42,1,33.8443336,-118.2245559
IATSE,"NATIONAL TELEFILM, INC.","12636 BEATRICE ST, LOS ANGELES, CA 900667099",12/19/84,Lost,9,1,7,0,33.9798658,-118.4168902
IBT,ETHEL IMCO BROCKWAY CONTAINER,"16065 CANARY AVE, LA MIRADA, CA 906385508",12/19/84,Lost,230,93,119,0,33.8864087,-118.0242898
USW,MARUCHI AMERICAN CORP.,"11529 GREENSTONE AVE, SANTA FE SPRINGS, CA 906704622",12/19/84,Lost,32,8,23,0,33.9269615,-118.0585358
SMW,"COX WELLS, INC.","6000 AVALON BLVD, LOS ANGELES, CA 900031334",12/20/84,Won,46,27,12,5,33.9852996,-118.2646308
LOCAL,CALIFORNIA HOSPITAL MEDICAL CENTER,"1414 S HOPE ST, LOS ANGELES, CA 900152904",12/21/84,Lost,20,7,13,0,34.037609,-118.266355
UFCW,HILL MART,"7600 S SEPULVEDA BLVD, LOS ANGELES, CA 900451628",12/21/84,Won,18,10,7,0,33.9714025,-118.394698
IBT,CATALINA FURNITURE CO,"4903 LONG BEACH AVE, LOS ANGELES, CA 900581916",12/21/84,Lost,172,59,98,13,33.998144,-118.243862
IBT,COMMERCIAL INTERIOR SPECIALTIES,"18101 S FIGUEROA ST, GARDENA, CA 902484206",12/27/84,Won,9,8,0,0,33.8665541,-118.2825362
SEIU,MIDWAY HOSPITAL,"5925 SAN VICENTE BLVD, LOS ANGELES, CA 900196696",1/4/85,Won,613,261,202,23,34.057144,-118.360463
IBT,NORMANDIE CLUB,"1045 W ROSECRANS AVE, GARDENA, CA 902472601",1/4/85,Lost,176,26,111,1,33.9017219,-118.2884167
SEIU,BIOMEDICAL APPLICATIONS OF SOUTHERN CAL,"9330 SANTA MONICA BLVD, BEVERLY HILLS, CA 90210",1/7/85,Lost,13,0,7,0,34.0754051,-118.3970229
LOCAL,LEGAL AID FOUNDATION,"1550 W 8TH ST, LOS ANGELES, CA 900174316",1/8/85,Won,71,51,8,2,34.051968,-118.271996
SEIU,BEVERLYWOOD MENTAL HEALTH CENTER,"1920 S ROBERTSON BLVD, LOS ANGELES, CA 900341158",1/8/85,Won,6,5,1,0,34.043687,-118.3866067
ILGWU,"ANGEL ECHEVARRIA CO., INC.","3301 E 14TH ST, LOS ANGELES, CA 900233801",1/11/85,Won,113,113,0,0,34.0173914,-118.207796
ILWU,SPECTRUM ALLOYS,"1740 E SLAUSON AVE, LOS ANGELES, CA 900583827",1/11/85,Won,18,15,0,2,33.9889426,-118.2417222
UFCW,"ARROW MARKET, INC","8315 SANTA MONICA BLVD, WEST HOLLYWOOD, CA 900694307",1/11/85,Lost,15,2,12,1,34.0908768,-118.3707796
IBT,INGREDIENT TECHNOLOGY CORP,"1442 FLOWER ST, GLENDALE, CA 912015074",1/11/85,Lost,15,2,12,0,34.1625439,-118.291301
UBC,NU VENTURE CONTRACTORS,"7507 BURNET AVE, VAN NUYS, CA 914051662",1/15/85,Lost,6,0,5,0,34.2069452,-118.4642455
BCTW,FEDERICO'S BAKERY,"1860 EVERGREEN ST, DUARTE, CA 910102906",1/16/85,Won,37,22,9,5,34.1346261,-117.9634328
IBT,SUN AIR CONVALESCENT HOSPITAL,"14857 ROSCOE BLVD, PANORAMA CITY, CA 914024697",1/17/85,Won,60,27,24,1,34.2217143,-118.4572328
SMW,SUNCREST MOTOR HOMES,"1126 SANTA ANITA AVE, SOUTH EL MONTE, CA 917333833",1/17/85,Lost,134,36,76,16,34.0410947,-118.0489922
SMW,WCH METAL POLISH,"201 E 58TH ST, LOS ANGELES, CA 900115315",1/18/85,Lost,44,3,16,2,33.9899683,-118.2716881
SEIU,"SCHULTZ, FLAMILITON ASSOCIATES","909 W SANTA ANITA AVE, SAN GABRIEL, CA 917761018",1/18/85,Lost,69,25,27,2,34.0951137,-118.112303
IBT,PALOMAR TRANSPORT,"24869 NEWHALL AVE, NEWHALL, CA 913211576",1/25/85,Won,23,12,9,1,34.3854571,-118.5377525
ICWU,ICN PHARMACEUTICALS INC,"222 N VINCENT AVE, COVINA, CA 917223904",1/30/85,Lost,2,0,2,0,34.087586,-117.924351
HERE,CLINTON'S CAFETERIA,"10250 SANTA MONICA BLVD, LOS ANGELES, CA 900676501",1/31/85,Lost,102,29,64,0,34.0589818,-118.4188648
IBT,DAILY NEWS,"14539 SYLVAN ST, VAN NUYS, CA 914112325",2/2/85,Lost,38,6,27,2,34.1849335,-118.449889
UFCW,JAY'S GENERAL MARKET,"2717 OCEAN PARK BLVD, SANTA MONICA, CA 904055205",2/4/85,Lost,8,1,3,1,34.0187668,-118.4563989
IATSE,"QUANTITY PHOTOS, INC.","5432 HOLLYWOOD BLVD, LOS ANGELES, CA 900273406",2/22/85,Lost,20,9,11,0,34.1016283,-118.3083025
LOCAL,BELMONT VAN & STORAGE CO.,"2911 REDONDO AVE, LONG BEACH, CA 908062415",2/25/85,Lost,4,0,4,0,33.8078977,-118.1522224
SEIU,EVERHEALTH MANOR CONVALESCENT HOSPITAL,"201 ALLEN AVE, GLENDALE, CA 912012803",2/25/85,Won,38,22,9,6,34.1628345,-118.3058744
UFCW,STOCKTON CORP.,"4100 BANDINI BLVD, LOS ANGELES, CA 900234609",2/28/85,Lost,44,14,25,5,34.0034123,-118.1921677
LOCAL,"GENERATOR EXCHANGE CO., INC.","150 E JEFFERSON BLVD, LOS ANGELES, CA 900112331",3/1/85,Won,138,111,10,5,34.0176382,-118.2709493
LOCAL,RELIABLE REMANUFACTURERS,"760 W 60TH ST, LOS ANGELES, CA 900446333",3/1/85,Won,39,29,2,5,33.9850864,-118.2869289
UAW,GENERAL MOTORS CORP.,"14555 ALONDRA BLVD, LA MIRADA, CA 906385602",3/4/85,Won,66,38,17,9,33.8894924,-118.0204956
ILWU,KRAMER METALS,"1000 E SLAUSON AVE, LOS ANGELES, CA 900115242",3/8/85,Won,23,18,2,3,33.9893215,-118.257914
SEIU,WHITE WOOD ORIENTAL MAINTENANCE CO.,"23505 WALNUT ST, TORRANCE, CA 905016030",3/15/85,Won,40,22,15,1,33.8124967,-118.3119253
SMW,HYCO METALS & SUPPLY,"2623 RIVER AVE, ROSEMEAD, CA 917703301",3/15/85,Lost,20,7,13,0,34.0598728,-118.0735389
IBT,GOODYEAR TIRE & RUBBER CO.,"5201 PACIFIC BLVD, HUNTINGTON PARK, CA 902552528",3/20/85,Lost,9,1,8,0,33.9955774,-118.2254784
IBT,"A A CATER TRUCK MFG., CO.","750 E SLAUSON AVE, LOS ANGELES, CA 900115236",3/22/85,Lost,67,3,62,1,33.9886325,-118.2623495
LOCAL,CALIFORNIA TEACHERS ASSOC.,"5757 W CENTURY BLVD, LOS ANGELES, CA 900456401",3/22/85,Won,4,4,0,0,33.9460334,-118.3826503
SEIU,SEARS,"12121 VICTORY BLVD, NORTH HOLLYWOOD, CA 916063204",3/22/85,Lost,291,100,145,18,34.1875955,-118.3977492
IBT,S & C GARMENT DELIVERY,"862 TRUCK WAY, MONTEBELLO, CA 906405120",3/26/85,Won,14,7,3,3,34.0056057,-118.1122686
SEIU,VERMONT GARDENS,"1316 S VERMONT AVE, LOS ANGELES, CA 900064502",3/29/85,Lost,9,3,6,0,34.0465941,-118.2912448
IBT,SUTTON LUMBER CO.,"21310 NORDHOFF ST, CHATSWORTH, CA 913115818",3/29/85,Lost,28,12,12,0,34.2348087,-118.5954489
IBT,SUN ELECTRIC CORP.,"16658 ARMINTA ST, VAN NUYS, CA 914061610",3/29/85,Lost,26,5,20,1,34.21453,-118.496482
IAM,"CAL SCOTT, INC.","1137 E JANIS ST, CARSON, CA 907461306",4/5/85,Won,55,27,18,1,33.8773736,-118.2522577
MPBP,"PRODUCTION CLUTCH, INC.","760 W 60TH ST, LOS ANGELES, CA 900446333",4/11/85,Won,19,7,5,1,33.9850864,-118.2869289
IBT,BEVERLY MANOR CONVALESCENT HOSPITAL,"9541 VAN NUYS BLVD, PANORAMA CITY, CA 914021315",4/11/85,Won,76,39,34,1,34.2440509,-118.4507182
GCIU,"READY REPRODUCTIONS, INC.","750 E 10TH ST, LOS ANGELES, CA 900212006",4/12/85,Won,34,18,12,3,34.0346157,-118.2506818
UTSE,"ARMORED TRANSPORT, INC.","1612 W PICO BLVD, LOS ANGELES, CA 900152472",4/16/85,Won,40,25,0,0,34.0445202,-118.2776032
ILA,PHORNIX MSRINE SERVICES INC.,"125 W E ST, WILMINGTON, CA 907445531",4/18/85,Won,19,11,6,0,33.7757878,-118.2628644
UBC,JENSEN GENERAL CORP.,"1946 E 46TH ST, LOS ANGELES, CA 900582004",4/19/85,Won,35,31,1,1,34.002297,-118.236645
GMP M,"LEWIS INDUSTRIES, INC.","10032 GEARY AVE, SANTA FE SPRINGS, CA 906703236",4/22/85,Lost,81,34,45,0,33.9467005,-118.0746851
IBT,ACE PLATING CO.,"719 TOWNE AVE, LOS ANGELES, CA 900211480",4/25/85,Won,106,55,38,1,34.0392312,-118.245924
SEIU,GENERAL MOTORS CORP.,"8000 VAN NUYS BLVD, PANORAMA CITY, CA 914026083",5/2/85,Won,48,17,10,0,34.216313,-118.4483919
AGVA,DOUGLAS AIRCRAFT CO.,"3855 N LAKEWOOD BLVD, LONG BEACH, CA 908460003",5/7/85,Won,152,64,60,2,33.82705,-118.14446
SEIU,INFORMATION & REFERRAL FEDERATION,"3035 TYLER AVE, EL MONTE, CA 917313351",5/9/85,Lost,53,21,31,1,34.0638054,-118.0358185
SDM,LOOMIS ARMORED INC.,"9250 WASHBURN RD, DOWNEY, CA 902422909",5/10/85,Won,120,86,15,0,33.9235752,-118.1235129
IBT,AVIS RENT-A-CAR,"4301 LINCOLN BLVD, MARINA DEL REY, CA 90292",5/10/85,Won,6,4,2,0,33.9855909,-118.4435651
SEIU,SANTA MONICA CONVALESCENT CENTER,"2250 29TH ST, SANTA MONICA, CA 904052008",5/10/85,Lost,39,15,21,3,34.0242645,-118.4592718
IUOE,"E.B. MANNING & SON, INC.","9531 BEVERLY RD, PICO RIVERA, CA 906602134",5/14/85,Lost,2,0,2,0,34.0055827,-118.0723499
IBT,AIR CARGO EQUIPMENT CORP.,"17923 S SANTA FE AVE, COMPTON, CA 902215403",5/15/85,Won,190,138,34,4,33.8685241,-118.2137358
IAM,PACIFIC VALVES,"3201 WALNUT AVE, SIGNAL HILL, CA 908075296",5/16/85,Lost,135,25,101,3,33.8155667,-118.1721643
LOCAL,SYSTEM TRANSPORT CO.,"1710 E 29TH ST, SIGNAL HILL, CA 908061981",5/20/85,Lost,4,0,3,0,33.8096854,-118.1708489
IBT,FRED GELDHILL CHEVROLET,"1500 W PACIFIC COAST HWY, WILMINGTON, CA 907441805",5/22/85,Lost,43,18,22,1,33.7901697,-118.2849341
IBT,TRANSPORTATION TICKETING SERVICE,"9625 BELLANCA AVE, LOS ANGELES, CA 900455507",5/24/85,Lost,25,6,17,1,33.9485364,-118.3805715
ILWU,"LEIGHT SALES CO., INC.","1051 E ARTESIA BLVD, CARSON, CA 907461698",5/24/85,Won,51,34,17,0,33.8746477,-118.2561342
LOCAL,TAM'S BOOKS INC.,"14932 GARFIELD AVE, PARAMOUNT, CA 907233415",5/29/85,Lost,7,0,7,0,33.8972048,-118.168357
NABET,AMERICAN BROADCASTING CO.,"4151 PROSPECT AVE, LOS ANGELES, CA 900274524",5/30/85,Won,22,12,0,0,34.103456,-118.2805679
SEIU,CENTURY CITY HOSPITAL,"2070 CENTURY PARK E, LOS ANGELES, CA 900671907",5/30/85,Lost,87,41,44,2,34.05911,-118.411759
SEIU,CENTURY CITY HOSPITAL,"2070 CENTURY PARK E, LOS ANGELES, CA 900671907",5/30/85,Won,197,108,49,5,34.05911,-118.411759
LOCAL,COCA COLA BOTTLING CO.,"6986 BANDINI BLVD, LOS ANGELES, CA 900403326",6/3/85,Lost,2,0,2,0,33.9848026,-118.1363638
OPEIU,"ORION PICTURES, INC.","1875 CENTURY PARK E, LOS ANGELES, CA 900672501",6/7/85,Lost,103,34,62,4,34.0609763,-118.4148918
SEIU,EAST LOS ANGELES CONVALESCENT HOSPITAL,"101 S FICKETT ST, LOS ANGELES, CA 900334099",6/14/85,Lost,65,28,28,0,34.0424164,-118.2077275
IBT,UNIGORM PRINGTING & SUPPLY CO.,"1540 CHURCH RD, MONTEBELLO, CA 906406502",6/14/85,Lost,25,11,13,1,33.9859715,-118.1330392
ILWU,"LYKES BROTHERS STEAMSHIP CO., INC.","400 OCEANGATE, LONG BEACH, CA 908024307",6/14/85,Lost,21,6,15,0,33.7667382,-118.2015357
IBT,CREATIVE CONCEPTS,"9555 OWENSMOUTH AVE STE 9, CHATSWORTH, CA 913118000",6/14/85,Lost,32,4,25,2,34.2439261,-118.6027737
UIU,"ROYAL COACH FURNITURE MFG., CO.","15645 CLANTON CIR, SANTA FE SPRINGS, CA 906705613",6/18/85,Won,21,8,7,0,33.8886115,-118.0419367
IBT,AVIS RENT-A-CAR,"4301 LINCOLN BLVD, MARINA DEL REY, CA 90292",6/21/85,Won,30,21,7,0,33.9855909,-118.4435651
IATSE,"GOLDEN WEST TELEVISION, INC.","5800 W SUNSET BLVD, LOS ANGELES, CA 900286607",6/27/85,Won,3,3,0,0,34.097185,-118.3172454
IBT,HYUNDAI STEEL INDUSTRIES  INC.,"6505 N PARAMOUNT BLVD, LONG BEACH, CA 908052720",6/27/85,Lost,155,47,91,0,33.8726186,-118.1621867
IBT,HARLYN PRODUCTS,"1515 S MAIN ST, LOS ANGELES, CA 900152500",6/28/85,Lost,116,31,72,3,34.034037,-118.2626665
IBT,SANICHEM CHEMED CORP.,"13101 S MAIN ST, LOS ANGELES, CA 900611607",6/28/85,Lost,10,2,7,0,33.9130165,-118.2743145
IBT,TRANSPARENT PRODUCTS CORP.,"3410 S LA CIENEGA BLVD, LOS ANGELES, CA 900164402",7/12/85,Lost,14,6,6,0,34.0259653,-118.3716698
ICWU,AMERICAN CYANAMID,"21444 GOLDEN TRIANGLE RD, SANTA CLARITA, CA 913502911",7/16/85,Lost,12,5,7,0,34.4152021,-118.5100916
LOCAL,"J.P. CARROLL, INC.","310 N MADISON AVE, LOS ANGELES, CA 900043519",7/17/85,Lost,2,0,1,0,34.0769498,-118.2887478
LIUNA,"KAPLAN MASONRY, INC.","7351 ETON AVE, CANOGA PARK, CA 913031508",7/17/85,Won,11,5,1,0,34.2042758,-118.5957436
ACTWU,WEST COAST CINTAS CORP.,"7735 PARAMOUNT BLVD, PICO RIVERA, CA 906604308",7/19/85,Won,80,44,30,3,33.9767605,-118.1119399
LOCAL,ESSEX CHEMICAL CORP.,"19451 S SUSANA RD, COMPTON, CA 902215713",8/2/85,Lost,4,0,4,0,33.8550367,-118.2068758
UFCW,ALANS MARKET,"339 WASHINGTON BLVD, MARINA DEL REY, CA 902925152",8/2/85,Lost,19,4,11,0,33.981095,-118.463725
IBEW,"TELEBROADCASTERS, INC.","1104 S SAN GABRIEL BLVD, SAN GABRIEL, CA 917763115",8/5/85,Lost,6,3,3,0,34.0877539,-118.090405
HERE,HACIENDA HOTEL,"525 N SEPULVEDA BLVD, EL SEGUNDO, CA 902454496",8/6/85,Won,247,144,51,10,33.923011,-118.3966273
ITU,CATALINA GRAPHICS,"380 W 38TH ST, LOS ANGELES, CA 900371427",8/8/85,Lost,4,0,4,0,34.014869,-118.2790975
ITU,GUILD PRINTING CO.,"3801 S GRAND AVE, LOS ANGELES, CA 900371391",8/8/85,Lost,4,0,4,0,34.0151066,-118.2798308
SMW,"NATTER MFG., CO.","900 PALOMARES ST, LA VERNE, CA 917505122",8/9/85,Lost,100,37,62,0,34.1030153,-117.7902868
GCIU,SAN GABRIEL VALLEY GRAPHICS,"1016 E EDNA PL, COVINA, CA 917242411",8/14/85,Won,8,5,2,0,34.0927639,-117.8698327
IBT,"STUART FURNITURE INDUSTRIES, INC.","11308 PENROSE ST, SUN VALLEY, CA 913523108",8/15/85,Won,86,52,28,5,34.2244764,-118.377294
UFCW,"PIONEER MAGNETICS, INC.","3122 NEBRASKA AVE, SANTA MONICA, CA 904044212",8/16/85,Lost,313,52,225,25,34.0321734,-118.4621797
LOCAL,"AIRCO INDUSTRIAL GASES, INC.","2535 DEL AMO BLVD, TORRANCE, CA 905031706",8/16/85,Lost,3,0,3,0,33.8477809,-118.3302824
UFWA,"FILAM NATIONAL PLASTICS, INC.","13984 ORANGE AVE, PARAMOUNT, CA 907232083",8/16/85,Won,124,82,19,18,33.9079933,-118.1761169
SEIU,MONTEBELLO CONVALESCENT HOSPITAL,"1035 W BEVERLY BLVD, MONTEBELLO, CA 906404198",8/20/85,Won,69,31,29,1,34.0177605,-118.1094945
IBT,LOS ANGELES BLOW MOLDING CO.,"6417 BANDINI BLVD, LOS ANGELES, CA 900401750",8/21/85,Lost,124,45,59,2,33.9885728,-118.1450916
IUOE,G & E READY MIXED CONCRETE,"2521 E ARTESIA BLVD, LONG BEACH, CA 908051792",8/21/85,Lost,3,0,2,1,33.8752009,-118.162307
SEIU,EDGEMONT HOSPITAL,"4841 HOLLYWOOD BLVD, LOS ANGELES, CA 900275388",8/23/85,Lost,67,12,28,0,34.102207,-118.2957299
SEIU,EDGEMONT HOSPITAL,"4841 HOLLYWOOD BLVD, LOS ANGELES, CA 900275388",8/23/85,Lost,15,2,6,0,34.102207,-118.2957299
LDC,"FOASBERG LAUNDRY & CLEANERS, INC.","3337 E BROADWAY, LONG BEACH, CA 908035904",8/23/85,Won,5,5,0,0,33.7649201,-118.1526566
UAW,AMEX SYSTEMS INC.,"107 W CAROB ST, COMPTON, CA 902205206",8/28/85,Lost,192,62,92,7,33.8804869,-118.2257343
NABET,"NATIONAL CAPTIONING INSTITUTE, INC.","1443 N BEACHWOOD DR, LOS ANGELES, CA 900288309",8/29/85,Won,23,14,2,3,34.0967406,-118.3216397
HERE,"RUSSELL'S KITCHEN, INC.","737 PINE AVE, LONG BEACH, CA 908134321",8/29/85,Lost,38,3,24,0,33.7760078,-118.1928075
SDGA,EMBASSY TELEVISION,"1438 N GOWER ST, LOS ANGELES, CA 900288383",8/30/85,Won,5,4,0,0,34.0965452,-118.3213654
UAW,SYSTEMS FURNITURE CO.,"2727 MARICOPA ST, TORRANCE, CA 905035145",8/30/85,Lost,128,58,59,0,33.8395931,-118.3338608
IBT,TRIANGLE DISTRIBUTING CO.,"12065 PIKE ST, SANTA FE SPRINGS, CA 906706102",9/4/85,Lost,58,21,33,1,33.9526057,-118.06741
IBT,LIGHTRON CORP.,"2930 E MARIA ST, COMPTON, CA 902215802",9/6/85,Lost,132,43,82,0,33.8576242,-118.2097152
ILWU,"KERR STEAMSHIP CO., INC.","4401 ATLANTIC AVE, LONG BEACH, CA 908072218",9/6/85,Won,43,24,18,0,33.8369089,-118.1854956
ICWU,TEXACO INC.,"23208 S ALAMEDA ST, CARSON, CA 908101998",9/6/85,Lost,33,10,22,1,33.8132098,-118.2304819
SMW,"KESSAB METAL PRODUCT, INC.","15596 PRODUCER LN, HUNTINGTON PARK, CA 926491308",9/6/85,Lost,4,2,2,0,33.7357694,-118.02515
IBT,R & K TRUCKING CO.,"134 W REDONDO BEACH BLVD, GARDENA, CA 902482221",9/11/85,Lost,18,4,11,0,33.8927043,-118.2779001
IBT,DAYCO CORP.,"15310 SPRING AVE, SANTA FE SPRINGS, CA 906705644",9/12/85,Won,6,5,1,0,33.8920431,-118.0397413
IBT,JUDCO INC.,"24030 FRAMPTON AVE, HARBOR CITY, CA 907102102",9/12/85,Lost,96,36,50,4,33.8066831,-118.3000744
IBT,GENERAL MILLS INC.,"1055 SANDHILL AVE, CARSON, CA 907461312",9/12/85,Lost,87,30,57,0,33.8794112,-118.2550378
IBT,BALDWIN TIRE CO.,"3565 WHITTIER BLVD, LOS ANGELES, CA 900231709",9/13/85,Won,20,10,8,0,34.0259719,-118.1965637
HERE,"LOVE'S ENTEPRISES, INC.","6633 HOLLYWOOD BLVD, LOS ANGELES, CA 900286207",9/13/85,Won,21,12,7,0,34.1017866,-118.3345182
ILWU,"COOPER T. SMITH STEVEDORING CO., INC.","PO BOX 229, LONG BEACH, CA 908010229",9/18/85,Lost,3,1,2,0,33.7577995,-118.108276
HERE,BAYVIEW PLAZA HOLIDAY INN,"530 PICO BLVD, SANTA MONICA, CA 904051223",9/23/85,Lost,98,29,54,2,34.0105023,-118.485599
IBT,"TRADE SUPPLIES, INC.","3270 E 26TH ST, LOS ANGELES, CA 900234208",9/26/85,Won,8,6,2,0,34.012388,-118.2151148
HERE,HORSESHOE CLUB,"14305 S VERMONT AVE, GARDENA, CA 90247",9/26/85,Won,150,68,63,0,33.9017131,-118.2919608
IBT,CORY FOOD SERVICE,"1133 FLOWER ST, GLENDALE, CA 912012415",9/27/85,Won,14,11,1,1,34.1593527,-118.2865261
IBT,A.V. READY-MIX,"42201 DIVISION ST, LANCASTER, CA 935355300",9/30/85,Lost,6,1,3,2,34.6496811,-118.1314796
AFTRA,"GREATER MEDIA, INC.","3580 WILSHIRE BLVD, LOS ANGELES, CA 900102501",10/3/85,Lost,26,3,19,3,34.0611215,-118.3028158
SEIU,HANCOCK PARK RETIREMENT HOTEL,"515 N LA BREA AVE, LOS ANGELES, CA 900362015",10/3/85,Won,24,12,9,0,34.0807938,-118.3442018
IBEW,"GENERAL ELECTRIC SUPPLY, CO.","840 W 12TH ST, LONG BEACH, CA 908132812",10/4/85,Lost,3,1,2,0,33.7808657,-118.2031808
GCIU,"SAN GABRIEL VALLEY MEAT CO., INC.","11850 VALLEY BLVD, EL MONTE, CA 917323055",10/4/85,Lost,5,0,4,1,34.0634965,-118.0220853
IBT,"CHARLES BARONE, INC.","9505 JEFFERSON BLVD, CULVER CITY, CA 902322917",10/7/85,Lost,5,2,3,0,34.0178934,-118.3879207
LOCAL,ARMORED TRANSPORT INC.,"409 S WHITE AVE, POMONA, CA 917661454",10/9/85,Lost,22,0,13,0,34.0557066,-117.7588033
AIW,ELECTROSOUND-MONARCH TAPE,"9545 SAN FERNANDO RD, SUN VALLEY, CA 913521427",10/10/85,Lost,28,9,18,0,34.242479,-118.398716
IBT,VALLEY HILTON,"15433 VENTURA BLVD, SHERMAN OAKS, CA 914033003",10/10/85,Won,133,56,30,6,34.1549525,-118.4695329
SEIU,SMILECARE DENTAL GROUP,"2235 SEPULVEDA BLVD, TORRANCE, CA 905015302",10/11/85,Lost,82,5,62,3,33.820654,-118.3209387
